"","x",".n","sw_pvalue","meanx","sdx","cdfx","naive1.env.lower","naive1.env.upper","naive1.env.fit.value","naive1.qq.x","naive1.qq.y",".sample_inner",".sample_outer"
"1",-0.12830627222339,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.13953488372093,-0.145377395343523,-0.0759901447511125,-0.110683770047318,-1.10170892569425,-0.12830627222339,16,20
"2",0.0434848773622557,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.697674418604651,0.0289534824610887,0.0870921498153173,0.058022816138203,0.524400512708041,0.0434848773622557,16,20
"3",0.0111908288462906,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.569767441860465,-0.00573125290739037,0.049873177925939,0.0220709625092743,0.177871963729103,0.0111908288462906,16,20
"4",-0.0634134103645665,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.27906976744186,-0.0874291026261787,-0.0284571668691556,-0.0579431347476672,-0.593358618885332,-0.0634134103645665,16,20
"5",-0.255760513798201,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.0465116279069767,-0.226287522912485,-0.126941388520165,-0.176614455716325,-1.73719395725557,-0.255760513798201,16,20
"6",-0.020787759147519,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.476744186046512,-0.0301658192876863,0.0251546247686508,-0.00250559725951774,-0.0590137246550105,-0.020787759147519,16,20
"7",0.0408053148257637,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.686046511627907,0.0256548333586695,0.0834300797138019,0.0545424565362357,0.490854427011246,0.0408053148257637,16,20
"8",-0.0397357757363314,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.418604651162791,-0.0458150012542652,0.00990688348892764,-0.0179540588826688,-0.20791656136215,-0.0397357757363314,16,20
"9",-0.159820984703588,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.116279069767442,-0.159203520250633,-0.0861273965067335,-0.122665458378683,-1.21719663085238,-0.159820984703588,16,20
"10",-0.0520921473180435,1,0.000148246813278079,4.67801349128304e-17,0.148697738315059,0.348837209302326,-0.0656183167991198,-0.00875080414940358,-0.0371845604742617,-0.393273285425738,-0.0520921473180435,16,20
